Name	Base_URL	Customer_ID	Requestor_ID	API_Key	Platform	Version	Delay	Retry	Support_Contact	Credentials_Expire	Customizations	Host_Types	Website	Notifications_URL	Usage_Data_Host	Usage_Data_Host_Contact	Usage_Data_Host_Website	Usage_Data_Host_URL
Journal of Clinical Psychiatry	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Email=usagehelp@psychiatrist.com	Credentials do not auto expire	No customizations	eJournal	https://psychiatrist.com	https://registry.countermetrics.org/api/v1/sushi-service/00fb8925-373f-44ef-bbd9-cad4319606e4/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Journal of Managed Care	https://www.jmcp.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://www.amcp.org/about/contact-us	Credentials do not auto expire	No customizations	Discovery_Service	https://www.jmcp.org/	https://registry.countermetrics.org/api/v1/sushi-service/80269998-c569-44b7-af61-3dfa37962e72/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Journal of Neurosurgery	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal	https://thejns.org/	https://registry.countermetrics.org/api/v1/sushi-service/bc37b4f9-556f-44be-9110-4ab5f2781911/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Journal of Orthopaedic & Sports Physical Therapy	https://www.jospt.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://www.amcp.org/about/contact-us	Credentials do not auto expire	No customizations	eJournal	https://www.jospt.org/	https://registry.countermetrics.org/api/v1/sushi-service/2aaa5051-7d69-44f8-89bc-4f426986f97f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Journal of Studies on Alcohol and Drugs	https://www.jsad.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=jsad@smithers.rutgers.edu	Credentials do not auto expire	No customizations	eJournal	https://www.jsad.com/	https://registry.countermetrics.org/api/v1/sushi-service/8c3aa656-bbbc-4bd0-909f-0b7a793086b8/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Journals of the American Medical Association Network	https://sitemaster.jamanetwork.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://sites.jamanetwork.com/help/	Credentials do not auto expire	No customizations	eJournal; Multimedia	https://jamanetwork.com/	https://registry.countermetrics.org/api/v1/sushi-service/383f0f3c-dcb2-4b10-a610-8349464e16d0/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
JoVE	https://stats.jove.com/counter/r51/	Customer ID is required and can be acquired by reaching out to the client's JoVE account manager	Required: Requestor ID is required and can be acquired by reaching out to the client's JoVE account manager	Not required		5.1	No volume limits	Queuing reports unknown	Person=Support Team, Email=support@jove.com	Credentials do not auto expire	No customizations	Multimedia	https://www.jove.com/	https://registry.countermetrics.org/api/v1/sushi-service/02b515fb-830e-432f-badb-37c09b067f7a/notification/	Myjove Corporation	Person=Support Team, Email=support@jove.com	https://www.jove.com/	https://registry.countermetrics.org/api/v1/usage-data-host/a603e168-30fb-4f40-a67d-0cafa5582ac2/
JSTOR	https://www.jstor.org/sushi/r51	Available from the customer portal	Required: Available from the customer portal	Not required		5.1	Volume limits apply: The same report cannot be requested more than 5 times per day. JSTOR uses reporting queuing so if data is not yet available, clients will need to re-request the report at a later date.	Queuing reports unknown	Person=Poonam Nangia, Email=Poonam.Nangia@ithaka.org, Form_url=https://www.jstor.org/contact-us/	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.jstor.org/	https://registry.countermetrics.org/api/v1/sushi-service/c5a466ba-16ef-4228-9a85-2731b2119f8e/notification/	JSTOR	Person=Poonam Nangia, Email=Poonam.Nangia@ithaka.org	https://www.jstor.org/	https://registry.countermetrics.org/api/v1/usage-data-host/6f26b352-6aa1-4e12-9de5-b896da76e36d/
Karger Publishers	https://sitemaster.karger.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=counter@karger.com, Form_url=https://karger.com/pages/contact-us	Credentials do not auto expire	No customizations	eBook; eJournal	https://karger.com/	https://registry.countermetrics.org/api/v1/sushi-service/0177113a-fc6a-4672-a2d9-a62d8a7cee88/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Kortext	https://read.kortext.com/api/counter/R51/sushi/reports	Kortext Institution ID	Required: Kortext Institution ID	Required: API key may be obtained from Kortext customer support team on request (support@kortext.com)		5.1	No volume limits	Queuing reports unknown	Person=Jose Parambi, Email=josep@kortext.com	Credentials do not auto expire	No customizations	eBook; eBook_Collection	https://www.kortext.com/	https://registry.countermetrics.org/api/v1/sushi-service/d98b754d-d3fa-4424-bc68-2101aea8b6e6/notification/	Kortext Limited	Person=Jose Parambi, Email=josep@kortext.com		https://registry.countermetrics.org/api/v1/usage-data-host/6f81039d-f957-4537-aabc-a0b96ffa8d35/
Lamyline	https://counter.externalnaw.es/Service.svc/counter/r51	Available on request	Required: Available on request	Required: Available on request		5.1	No volume limits	Queuing reports unknown	Email=ProduitsOnline@lamyliaisons.fr	Credentials do not auto expire	No customizations	A&I_Database	https://www.lamyline.fr/	https://registry.countermetrics.org/api/v1/sushi-service/682fe405-e3e7-4b19-9357-42162c7e7480/notification/	Lamy Liaisons SAS	Email=ProduitsOnline@lamyliaisons.fr	https://www.lamy-liaisons.fr	https://registry.countermetrics.org/api/v1/usage-data-host/30ef8c5b-0243-429a-b9e6-f1fff9b40c7c/
Liverpool University Press	https://www.liverpooluniversitypress.co.uk/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=subscriptions@liverpool.ac.uk	Credentials do not auto expire	No customizations	eBook; eJournal	https://www.liverpooluniversitypress.co.uk/	https://registry.countermetrics.org/api/v1/sushi-service/fba28fc7-55fe-4cd3-9c20-4e0f4d7461c1/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Livres et revues numériques	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=Cécile Waroquaux, Email=cecilewaroquaux@classiques-garnier.com, Phone=+33143261658	Credentials do not auto expire	No customizations	eBook; eJournal	https://classiques-garnier.com/	https://registry.countermetrics.org/api/v1/sushi-service/e18676a5-f014-4a6d-9e19-69edf3b61c27/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
LWW Health Library	https://sitemaster.lwwhealthlibrary.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://wkhealth.force.com/ovidsupport/s/global-search/lww%20%20health%20library	Credentials do not auto expire	No customizations	eBook; Multimedia	https://lwwhealthlibrary.com	https://registry.countermetrics.org/api/v1/sushi-service/149092af-eb8c-4484-b114-166661ae985b/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Lyell Collection, Geological Society of London	https://www.lyellcollection.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal	https://www.lyellcollection.org/	https://registry.countermetrics.org/api/v1/sushi-service/8182c1f8-d3f5-4798-b489-b81c087f18eb/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Manchester University Press	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eBook; eJournal	https://www.manchesterhive.com/	https://registry.countermetrics.org/api/v1/sushi-service/66d1e55c-e764-4f53-993e-104a077d39b5/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Mark Allen Group	https://www.magonlinelibrary.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@markallengroup.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.magonlinelibrary.com/	https://registry.countermetrics.org/api/v1/sushi-service/c5fde51e-d084-48ce-82bc-983c0bdbab08/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Mary Ann Liebert Inc	https://www.liebertpub.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://home.liebertpub.com/contact-us	Credentials do not auto expire	No customizations	eJournal	https://www.liebertpub.com/	https://registry.countermetrics.org/api/v1/sushi-service/a8c949ed-c71e-4b4c-a2e1-6e31c0ce75ba/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Massachusetts Institute of Technology Press	https://sitemaster.direct.mit.edu/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://mitpress.atlassian.net/servicedesk/customer/portal/3	Credentials do not auto expire	No customizations	eBook; eJournal	https://direct.mit.edu	https://registry.countermetrics.org/api/v1/sushi-service/2e741e95-4795-4feb-8349-c0ddadb0d4de/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Mathematical Sciences Publishers	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=contact@msp.org	Credentials do not auto expire	No customizations	eJournal	https://msp.org	https://registry.countermetrics.org/api/v1/sushi-service/c219db06-87e7-49b4-b996-d8a900229f73/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
MathSciNet	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=cust-serv@ams.org	Credentials do not auto expire	No customizations	A&I_Database	https://mathscinet.ams.org/	https://registry.countermetrics.org/api/v1/sushi-service/996b80bc-7e2d-44f9-88ba-d86fa6c388ee/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
McGraw-Hill Access	https://sitemaster.mhmedical.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=CustomerSuccess@mheducation.com, Form_url=https://mhmedical.com/public/feedback.aspx	Credentials do not auto expire	No customizations	eBook; Multimedia	https://mhmedical.com	https://registry.countermetrics.org/api/v1/sushi-service/4de964d0-92a2-4d48-b96e-8f2b398f3fed/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
McGraw Hill eBook Library	https://mhebooklibrary.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=platformsupport@mheducation.com	Credentials do not auto expire	No customizations	eBook_Collection	https://mhebooklibrary.com/	https://registry.countermetrics.org/api/v1/sushi-service/bb6253bc-f29d-4835-b35c-448e10048c67/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Microbiology Society	https://www.microbiologyresearch.org/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=info@microbiologysociety.org	Credentials do not auto expire	No customizations	eJournal	https://www.microbiologyresearch.org/	https://registry.countermetrics.org/api/v1/sushi-service/6b706595-ab7d-461a-af32-ad7d46986d72/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
Modern Language Association	https://sitemaster-mla.silverchair.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=HBplushelp@mla.org, Form_url=https://mlahandbookplus.org/contact-us	Credentials do not auto expire	No customizations	eBook	https://mlahandbookplus.org	https://registry.countermetrics.org/api/v1/sushi-service/2ba947db-6660-4ceb-8549-07148c298c60/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
National Association of State Workforce Agencies	https://library.naswa.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=librarian@naswa.org	Credentials do not auto expire	No customizations		https://library.naswa.org/	https://registry.countermetrics.org/api/v1/sushi-service/e1cb2ecf-187b-4537-b47f-398d0e4148cd/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
National Council of Teachers of Mathematics	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eBook; eJournal	https://www.nctm.org/	https://registry.countermetrics.org/api/v1/sushi-service/4efc6133-54e6-4b2e-b2ce-a38690c1443e/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
natureasia.com	https://counter.public.springernature.app/r51/	Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1		5.1	No volume limits	Queuing reports unknown	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	Credentials do not auto expire	No customizations	eJournal	https://www.natureasia.com/en	https://registry.countermetrics.org/api/v1/sushi-service/8bfd61e4-b579-4b2a-bf61-22beaef96e5f/notification/	Springer Nature	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	https://www.springernature.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3de8f6aa-adc6-4e9c-b524-be3cabcb818c/
nature.com	https://counter.public.springernature.app/r51/	Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1		5.1	No volume limits	Queuing reports unknown	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	Credentials do not auto expire	No customizations	eJournal	https://www.nature.com/	https://registry.countermetrics.org/api/v1/sushi-service/59a2bcdd-5502-4130-a2be-f309cdc7775c/notification/	Springer Nature	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	https://www.springernature.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3de8f6aa-adc6-4e9c-b524-be3cabcb818c/
NEJM Group	https://www.nejm.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=institutionservice@nejm.org, Phone=+17814347888	Credentials do not auto expire	No customizations	Multimedia; eJournal	https://www.nejmgroup.org/	https://registry.countermetrics.org/api/v1/sushi-service/e5b28704-466f-49cb-a8f0-4ec2dd47396d/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Neurosurgical Atlas	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=accounts@nsatlas.com	Credentials do not auto expire	No customizations	Full_Content_Database; Multimedia	https://www.neurosurgicalatlas.com/	https://registry.countermetrics.org/api/v1/sushi-service/21715d50-c8f1-41ce-98f6-1aa09af57a49/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Numerique Premium	https://www.numeriquepremium.com/counter5/sushi/reports/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=info@numeriquepremium.com	Credentials do not auto expire	No customizations	eBook	https://www.numeriquepremium.com/	https://registry.countermetrics.org/api/v1/sushi-service/c565756f-bc07-4e83-8fc8-5dad4eddfadd/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
OnePetro	https://sitemaster.onepetro.org/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=service@onepetro.org, Form_url=https://onepetro.org/contact-us	Credentials do not auto expire	No customizations	eJournal; eBook	https://onepetro.org	https://registry.countermetrics.org/api/v1/sushi-service/e345c7ae-0dd9-4fae-919c-00360f73af24/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Optica Publishing Group	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Email=subscriptions@optica.org	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://opg.optica.org/	https://registry.countermetrics.org/api/v1/sushi-service/795a83b2-5ded-4dc2-95ec-0dfc81a622a9/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Oxford University Press	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Person=Donna Gill, Email=donna.gill@oup.com	Credentials do not auto expire	No customizations	eBook; eJournal; A&I_Database; eBook_Collection	https://global.oup.com/?cc=gb	https://registry.countermetrics.org/api/v1/sushi-service/fb738e1f-c416-45a5-83dd-d06e3a3d3911/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Perlego	https://counter.perlego.com/r51	Available from Perlego	Required: Available from Perlego	Required: Available from Perlego		5.1	No volume limits	Queuing reports unknown	Person=Joe Flagg, Email=joeflagg@perlego.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.perlego.com/	https://registry.countermetrics.org/api/v1/sushi-service/6f1ae987-6b1f-4f57-afe3-65b5608c50f3/notification/	Perlego	Person=Joe Flagg, Email=joeflagg@perlego.com	https://www.perlego.com/	https://registry.countermetrics.org/api/v1/usage-data-host/07e631f5-cb0d-4472-bcd5-2d194cdceacf/
Philosophy Documentation Center	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Email=feedback@pdcnet.org	Credentials do not auto expire	No customizations	Aggregated_Full_Content; eJournal; eBook; eBook_Collection	https://pdcnet.org	https://registry.countermetrics.org/api/v1/sushi-service/23a0000f-d1fe-4742-800d-4e30643e4d5d/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Physical Society of Japan	https://journals.jps.jp/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=subscription@jps.or.jp	Credentials do not auto expire	No customizations	eJournal; eBook	https://journals.jps.jp/	https://registry.countermetrics.org/api/v1/sushi-service/64d573d2-27b2-4d33-8482-eef72500551f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Portland Press	https://sitemaster.portlandpress.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=editorial@portlandpress.com	Credentials do not auto expire	No customizations	eJournal	https://portlandpress.com/	https://registry.countermetrics.org/api/v1/sushi-service/b6fd60f8-fcdd-4b9a-9408-a43f3eadacd0/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Primal Pictures	https://sushireport.anatomy.tv/r51/	Customer ID available from the administrator portal	Required: Requestor ID available from the administrator portal	Required: API Key available from the administrator portal		5.1	No volume limits	Queuing reports unknown	Person=Dipanwita Shome, Email=Dipanwita@primalpictures.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.primalpictures.com/	https://registry.countermetrics.org/api/v1/sushi-service/5960ac7b-02ff-4b07-b8e9-37342a935aff/notification/	Primal Pictures	Person=Dipanwita Shome, Email=Dipanwita@primalpictures.com	https://www.primalpictures.com/	https://registry.countermetrics.org/api/v1/usage-data-host/1439e686-ee9d-4ccb-905c-d4979b3d7893/
